date,percentage_change,constraining,litigious,negative,positive,superfluous,uncertainty,sentiment,p1_percentage_change,p2_percentage_change,p3_percentage_change,p4_percentage_change
27/10/2020,0.028488441,0,2,0,1,0,0,1,-0.005540057,-0.003828264,0.006375719,0.026124104
28/10/2020,-0.005540057,0,0,0,0,0,0,0,-0.003828264,0.006375719,0.026124104,-0.000266203
29/10/2020,-0.003828264,0,0,2,2,0,0,0,0.006375719,0.026124104,-0.000266203,-0.016039577
30/10/2020,0.006375719,0,0,0,6,0,0,6,0.026124104,-0.000266203,-0.016039577,0.006435531
31/10/2020,0.026124104,0,0,0,2,0,0,2,-0.000266203,-0.016039577,0.006435531,0.019787
01/11/2020,-0.000266203,0,0,0,4,0,0,4,-0.016039577,0.006435531,0.019787,0.068893585
02/11/2020,-0.016039577,0,2,0,1,0,0,1,0.006435531,0.019787,0.068893585,0.04067303
03/11/2020,0.006435531,0,4,0,2,0,0,2,0.019787,0.068893585,0.04067303,-0.032736603
04/11/2020,0.019787,0,4,0,2,0,0,2,0.068893585,0.04067303,-0.032736603,0.011674576
05/11/2020,0.068893585,0,5,7,2,0,0,-5,0.04067303,-0.032736603,0.011674576,0.007111003
06/11/2020,0.04067303,0,2,6,4,0,2,-2,-0.032736603,0.011674576,0.007111003,-0.002544938
07/11/2020,-0.032736603,0,2,1,1,0,1,0,0.011674576,0.007111003,-0.002544938,0.020902607
08/11/2020,0.011674576,0,4,6,1,0,5,-5,0.007111003,-0.002544938,0.020902607,0.018000082
09/11/2020,0.007111003,0,1,2,3,0,1,1,-0.002544938,0.020902607,0.018000082,0.020870606
10/11/2020,-0.002544938,0,2,4,2,0,1,-2,0.020902607,0.018000082,0.020870606,-0.018532384
11/11/2020,0.020902607,0,2,2,2,0,2,0,0.018000082,0.020870606,-0.018532384,-0.000224465
12/11/2020,0.018000082,0,4,1,3,0,1,2,0.020870606,-0.018532384,-0.000224465,0.026237836
13/11/2020,0.020870606,0,4,4,4,0,2,0,-0.018532384,-0.000224465,0.026237836,0.04926095
14/11/2020,-0.018532384,0,0,2,2,0,0,0,-0.000224465,0.026237836,0.04926095,0.034351097
15/11/2020,-0.000224465,0,0,1,1,0,0,0,0.026237836,0.04926095,0.034351097,-0.00461142
16/11/2020,0.026237836,0,0,5,1,0,2,-4,0.04926095,0.034351097,-0.00461142,0.031458137
17/11/2020,0.04926095,0,0,1,2,0,1,1,0.034351097,-0.00461142,0.031458137,0.018190665
18/11/2020,0.034351097,0,1,4,7,0,1,3,-0.00461142,0.031458137,0.018190665,-0.02288277
19/11/2020,-0.00461142,0,4,1,2,0,2,1,0.031458137,0.018190665,-0.02288277,0.008199593
20/11/2020,0.031458137,0,2,3,8,0,2,5,0.018190665,-0.02288277,0.008199593,0.026261688
21/11/2020,0.018190665,0,2,0,3,0,0,3,-0.02288277,0.008199593,0.026261688,0.005938985
22/11/2020,-0.02288277,0,2,3,3,0,0,0,0.008199593,0.026261688,0.005938985,-0.110930247
23/11/2020,0.008199593,0,1,1,4,0,1,3,0.026261688,0.005938985,-0.110930247,-0.012369568
24/11/2020,0.026261688,0,2,1,2,0,1,1,0.005938985,-0.110930247,-0.012369568,0.026983577
25/11/2020,0.005938985,0,4,2,3,0,0,1,-0.110930247,-0.012369568,0.026983577,0.034757238
26/11/2020,-0.110930247,0,6,2,1,0,1,-1,-0.012369568,0.026983577,0.034757238,0.05629962
27/11/2020,-0.012369568,0,4,2,2,0,4,0,0.026983577,0.034757238,0.05629962,0.000899671
28/11/2020,0.026983577,0,0,1,2,0,3,1,0.034757238,0.05629962,0.000899671,-0.01047305
29/11/2020,0.034757238,0,0,1,1,0,2,0,0.05629962,0.000899671,-0.01047305,0.019863857
30/11/2020,0.05629962,0,2,2,7,0,0,5,0.000899671,-0.01047305,0.019863857,-0.013717433
01/12/2020,0.000899671,0,0,0,3,0,0,3,-0.01047305,0.019863857,-0.013717433,-0.021593852
02/12/2020,-0.01047305,0,2,0,1,0,1,1,0.019863857,-0.013717433,-0.021593852,0
03/12/2020,0.019863857,0,0,0,0,0,0,0,-0.013717433,-0.021593852,0,0
04/12/2020,-0.013717433,0,0,0,0,0,0,0,-0.021593852,0,0,0
05/12/2020,-0.021593852,0,0,0,0,0,0,0,0,0,0,0
