Date,Price,Open,High,Low,Change %
"Jun 06, 2019",1335.55,1331.99,1340.09,1327.26,0.40%
"Jun 05, 2019",1330.18,1325.5,1344.24,1324.53,0.37%
"Jun 04, 2019",1325.28,1325.05,1329.41,1319.9,0.01%
"Jun 03, 2019",1325.17,1307.4,1328.34,1306.62,1.50%
"May 31, 2019",1305.65,1288.35,1307.11,1288,1.30%
"May 30, 2019",1288.85,1279.74,1289.24,1274.82,0.72%
"May 29, 2019",1279.6,1279.56,1285.79,1278.88,0.01%
"May 28, 2019",1279.49,1285.55,1286.75,1276.01,-0.44%
"May 27, 2019",1285.2,1285.8,1287.69,1283.68,0.02%
"May 24, 2019",1284.9,1283.55,1285.59,1280.59,0.11%
"May 23, 2019",1283.45,1273.8,1287.62,1272.61,0.77%
"May 22, 2019",1273.61,1274.74,1277.59,1272.28,-0.11%
"May 21, 2019",1274.97,1278.1,1278.16,1269.34,-0.22%
"May 20, 2019",1277.74,1277.8,1279.32,1273.6,0.02%
"May 17, 2019",1277.55,1286.5,1289.24,1274.91,-0.71%
"May 16, 2019",1286.65,1296.9,1299.06,1284.06,-0.77%
"May 15, 2019",1296.67,1297.17,1301.18,1292.85,-0.03%
"May 14, 2019",1297.03,1300.24,1303.47,1293.52,-0.22%
"May 13, 2019",1299.91,1286.71,1301.5,1281.77,1.08%
"May 10, 2019",1286,1284.34,1289.6,1283.1,0.14%
"May 09, 2019",1284.14,1280.74,1288.57,1279.43,0.25%
"May 08, 2019",1280.93,1284.15,1291.73,1279.37,-0.33%
"May 07, 2019",1285.15,1281.1,1286.37,1278.04,0.38%
"May 06, 2019",1280.32,1281.19,1285.9,1276.85,0.09%
"May 03, 2019",1279.19,1270.74,1282.84,1268.9,0.68%
"May 02, 2019",1270.54,1276.94,1278.18,1266.18,-0.48%
"May 01, 2019",1276.6,1283.59,1287.38,1273.16,-0.54%
"Apr 30, 2019",1283.6,1279.98,1286.58,1279.69,0.30%
"Apr 29, 2019",1279.8,1286.55,1287,1277.97,-0.50%
"Apr 26, 2019",1286.25,1277.27,1289.01,1276.05,0.70%
"Apr 25, 2019",1277.35,1275.6,1282.81,1273.35,0.16%
"Apr 24, 2019",1275.36,1272.3,1278.79,1268.58,0.23%
"Apr 23, 2019",1272.4,1275.4,1276.83,1266.25,-0.20%
"Apr 22, 2019",1274.93,1275.83,1280.14,1273.66,-0.04%
"Apr 18, 2019",1275.4,1273.49,1277.97,1271.07,0.10%
"Apr 17, 2019",1274.14,1276.84,1280.01,1272.94,-0.19%
"Apr 16, 2019",1276.57,1287.9,1288.85,1272.94,-0.88%
"Apr 15, 2019",1287.89,1290.6,1292.08,1282.37,-0.19%
"Apr 12, 2019",1290.4,1292.3,1296.1,1290.09,-0.17%
"Apr 11, 2019",1292.59,1308.1,1309.37,1289.66,-1.18%
"Apr 10, 2019",1308.05,1304.09,1310.96,1301.06,0.30%
"Apr 09, 2019",1304.14,1297.65,1306.5,1296.57,0.52%
"Apr 08, 2019",1297.42,1291.8,1303.97,1291.39,0.44%
"Apr 05, 2019",1291.7,1292.44,1293.69,1284.44,-0.05%
"Apr 04, 2019",1292.38,1290.1,1294.55,1280.91,0.19%
"Apr 03, 2019",1289.91,1292.34,1294.81,1288.34,-0.25%
"Apr 02, 2019",1293.15,1287.55,1293.15,1285.17,0.43%
"Apr 01, 2019",1287.67,1291.48,1297.23,1286.64,-0.35%
"Mar 29, 2019",1292.15,1290.59,1300.01,1286.77,0.12%
"Mar 28, 2019",1290.55,1309.85,1312.48,1288.58,-1.47%
"Mar 27, 2019",1309.86,1315.61,1319.6,1308.03,-0.43%
"Mar 26, 2019",1315.52,1321.8,1323.41,1312.69,-0.48%
"Mar 25, 2019",1321.9,1313.35,1324.57,1310.97,0.65%
"Mar 22, 2019",1313.38,1309.55,1315.2,1306.81,0.30%
"Mar 21, 2019",1309.45,1313.05,1320.62,1303.4,-0.23%
"Mar 20, 2019",1312.48,1305.74,1317.03,1298.58,0.45%
"Mar 19, 2019",1306.55,1303.6,1311.19,1302.5,0.22%
"Mar 18, 2019",1303.7,1302.34,1306.89,1298.19,0.18%
"Mar 15, 2019",1301.38,1296.15,1306.79,1293.82,0.39%
"Mar 14, 2019",1296.28,1309.76,1310.53,1292.83,-0.99%
"Mar 13, 2019",1309.28,1302.16,1311.56,1300.61,0.56%
"Mar 12, 2019",1302.01,1293.84,1302.4,1292.08,0.60%
"Mar 11, 2019",1294.25,1298.85,1299.44,1290.34,-0.32%
"Mar 08, 2019",1298.4,1285.78,1300.85,1285.18,0.98%
"Mar 07, 2019",1285.74,1286.71,1289.1,1281.27,-0.08%
"Mar 06, 2019",1286.76,1287.48,1291.11,1283.51,-0.05%
"Mar 05, 2019",1287.43,1286.67,1289.92,1281.1,0.06%
"Mar 04, 2019",1286.67,1293.61,1297.35,1282.88,-0.53%
"Mar 01, 2019",1293.56,1312.94,1315.46,1290.24,-1.48%
"Feb 28, 2019",1313.05,1319.87,1327.44,1312.41,-0.52%
"Feb 27, 2019",1319.88,1328.92,1329.96,1316.78,-0.68%
"Feb 26, 2019",1328.96,1327.11,1330.4,1323.44,0.14%
"Feb 25, 2019",1327.13,1328.89,1332.8,1325.15,-0.05%
"Feb 22, 2019",1327.8,1323.51,1333.41,1321.39,0.32%
"Feb 21, 2019",1323.49,1338.59,1341.71,1321.99,-1.12%
"Feb 20, 2019",1338.49,1341.24,1347.11,1336.79,-0.20%
"Feb 19, 2019",1341.17,1326.25,1342.11,1322.63,1.08%
"Feb 18, 2019",1326.9,1321.41,1328.05,1320.6,0.42%
"Feb 15, 2019",1321.41,1312.64,1322.76,1311.17,0.68%
"Feb 14, 2019",1312.55,1306.17,1314.7,1302.88,0.49%
"Feb 13, 2019",1306.19,1310.89,1318.36,1304.8,-0.36%
"Feb 12, 2019",1310.9,1308.22,1315.1,1306.44,0.20%
"Feb 11, 2019",1308.32,1314.55,1315.01,1303.69,-0.44%
"Feb 08, 2019",1314.06,1310.13,1316.05,1307.53,0.30%
"Feb 07, 2019",1310.09,1306.19,1312.27,1302.53,0.30%
"Feb 06, 2019",1306.22,1315.02,1316.16,1305.7,-0.67%
"Feb 05, 2019",1315.02,1311.73,1317.13,1310.59,0.25%
"Feb 04, 2019",1311.75,1318.13,1319.11,1308.5,-0.47%
"Feb 01, 2019",1318,1320.93,1323.82,1315.94,-0.22%
"Jan 31, 2019",1320.94,1319.87,1326.65,1317.39,0.08%
"Jan 30, 2019",1319.91,1311.95,1323.67,1308.81,0.61%
"Jan 29, 2019",1311.93,1303.53,1312.34,1302.45,0.64%
"Jan 28, 2019",1303.53,1303.82,1304.79,1297.54,0.02%
"Jan 25, 2019",1303.22,1280.93,1303.78,1279.71,1.74%
"Jan 24, 2019",1280.94,1282.42,1285.19,1276.79,-0.11%
"Jan 23, 2019",1282.4,1285.04,1286.9,1278.4,-0.21%
"Jan 22, 2019",1285.04,1279.94,1285.84,1277.21,0.37%
"Jan 21, 2019",1280.28,1281.64,1283.95,1276.58,-0.09%
"Jan 18, 2019",1281.49,1291.88,1292.73,1280.49,-0.81%
"Jan 17, 2019",1291.9,1293.55,1295.62,1288.67,-0.13%
"Jan 16, 2019",1293.52,1289.11,1295.22,1287.77,0.33%
"Jan 15, 2019",1289.31,1291.73,1295.03,1286.6,-0.19%
"Jan 14, 2019",1291.73,1287.7,1296.21,1287.45,0.29%
"Jan 11, 2019",1288,1286.3,1295.55,1286.01,0.13%
"Jan 10, 2019",1286.38,1293.13,1297.47,1285.99,-0.52%
"Jan 09, 2019",1293.13,1285.36,1294.25,1279.9,0.61%
"Jan 08, 2019",1285.35,1288.68,1290.44,1279.1,-0.26%
"Jan 07, 2019",1288.67,1286.01,1295.42,1282.53,0.29%
"Jan 04, 2019",1284.92,1294.04,1298.68,1276.66,-0.70%
"Jan 03, 2019",1293.99,1284.8,1295.11,1284.17,0.72%
"Jan 02, 2019",1284.77,1282.3,1288.93,1278.59,0.17%
"Jan 01, 2019",1282.61,1282.78,1283.05,1282.52,-0.02%
"Dec 31, 2018",1282.82,1280.2,1284.34,1277.31,0.16%
"Dec 28, 2018",1280.75,1275.23,1282.34,1274.19,0.43%
"Dec 27, 2018",1275.22,1266.89,1279.3,1266.42,0.65%
"Dec 26, 2018",1266.98,1270.75,1279.33,1264.56,-0.17%
"Dec 24, 2018",1269.13,1258.65,1270.13,1257.96,1.04%
"Dec 21, 2018",1256.01,1260.1,1263.12,1253.68,-0.33%
"Dec 20, 2018",1260.15,1243.4,1266.7,1242.7,1.35%
"Dec 19, 2018",1243.4,1249.37,1258.44,1241.49,-0.48%
"Dec 18, 2018",1249.38,1246.02,1250.63,1244.79,0.28%
"Dec 17, 2018",1245.91,1237.6,1248.46,1235.69,0.62%
"Dec 14, 2018",1238.21,1242.43,1243.3,1232.7,-0.34%
"Dec 13, 2018",1242.46,1245.69,1247.14,1240.05,-0.27%
"Dec 12, 2018",1245.8,1242.94,1247.52,1241.94,0.23%
"Dec 11, 2018",1242.94,1244.52,1249.89,1240.81,-0.13%
"Dec 10, 2018",1244.58,1250.76,1250.85,1241.47,-0.28%
"Dec 07, 2018",1248.09,1238,1250.44,1237.29,0.82%
"Dec 06, 2018",1237.99,1237.56,1244.72,1234.56,0.04%
"Dec 05, 2018",1237.56,1238.55,1239.64,1233.21,-0.08%
"Dec 04, 2018",1238.55,1231.03,1242.22,1230.34,0.61%
"Dec 03, 2018",1231.07,1223.19,1235.19,1221.22,0.75%
"Nov 30, 2018",1221.96,1223.95,1225.95,1216.49,-0.17%
"Nov 29, 2018",1223.99,1221.13,1229.23,1220.45,0.24%
"Nov 28, 2018",1221.11,1214.64,1226.55,1210.99,0.53%
"Nov 27, 2018",1214.69,1222.36,1225.43,1211.71,-0.63%
"Nov 26, 2018",1222.37,1224.04,1228.44,1221.45,-0.07%
"Nov 23, 2018",1223.19,1227.08,1228.92,1220.12,-0.35%
"Nov 22, 2018",1227.45,1226.02,1229.45,1224.81,0.12%
"Nov 21, 2018",1226.02,1221.53,1230.33,1219.52,0.37%
"Nov 20, 2018",1221.55,1224.06,1229.04,1219.69,-0.20%
"Nov 19, 2018",1224.05,1222.34,1225.51,1217.82,0.21%
"Nov 16, 2018",1221.47,1213.01,1225.67,1212.61,0.70%
"Nov 15, 2018",1213,1210.85,1216.66,1207.83,0.17%
"Nov 14, 2018",1210.91,1202.25,1216.51,1197.43,0.71%
"Nov 13, 2018",1202.34,1200.65,1205.57,1196.19,0.14%
"Nov 12, 2018",1200.65,1210.05,1211.79,1200.31,-0.74%
"Nov 09, 2018",1209.59,1223.54,1224.09,1206.53,-1.14%
"Nov 08, 2018",1223.54,1226.04,1227.24,1219.94,-0.21%
"Nov 07, 2018",1226.1,1226.92,1236.2,1223.13,-0.06%
"Nov 06, 2018",1226.8,1231.36,1236.33,1223.34,-0.37%
"Nov 05, 2018",1231.3,1233.09,1235.32,1226.77,-0.13%
"Nov 02, 2018",1232.89,1234.37,1236.72,1229.67,-0.03%
"Nov 01, 2018",1233.23,1215.24,1237.74,1214.69,1.54%
"Oct 31, 2018",1214.54,1223.04,1223.5,1211.82,-0.73%
"Oct 30, 2018",1223.44,1230.06,1230.83,1219.71,-0.51%
"Oct 29, 2018",1229.74,1234.15,1235.73,1224.31,-0.31%
"Oct 26, 2018",1233.58,1232.25,1243.63,1229.78,0.11%
"Oct 25, 2018",1232.23,1234.55,1239.54,1227.84,-0.16%
"Oct 24, 2018",1234.22,1230.52,1234.24,1225.42,0.30%
"Oct 23, 2018",1230.48,1222.15,1239.94,1221.65,0.68%
"Oct 22, 2018",1222.17,1228.06,1229.78,1219.95,-0.34%
"Oct 19, 2018",1226.31,1225.66,1231.01,1222.93,0.05%
"Oct 18, 2018",1225.75,1222.02,1230.51,1218.44,0.25%
"Oct 17, 2018",1222.68,1224.59,1229.82,1220.33,-0.14%
"Oct 16, 2018",1224.43,1227.17,1232.71,1223.35,-0.20%
"Oct 15, 2018",1226.94,1217.44,1233.67,1217.4,0.74%
"Oct 12, 2018",1217.93,1224.24,1224.38,1215.6,-0.52%
"Oct 11, 2018",1224.33,1194.95,1226.51,1191.1,2.47%
"Oct 10, 2018",1194.78,1189.66,1194.98,1185.13,0.43%
"Oct 09, 2018",1189.62,1188.63,1192.19,1183.24,0.14%
"Oct 08, 2018",1188.01,1203.15,1204.31,1183.57,-1.23%
"Oct 05, 2018",1202.85,1199.75,1206.09,1196.99,0.27%
"Oct 04, 2018",1199.66,1197.35,1207.09,1195.77,0.19%
"Oct 03, 2018",1197.37,1203.45,1208.72,1196.55,-0.48%
"Oct 02, 2018",1203.1,1188.86,1208.52,1188.44,1.23%
"Oct 01, 2018",1188.46,1192.19,1192.51,1184.46,-0.30%
"Sep 28, 2018",1192.09,1182.89,1193.95,1180.68,0.79%
"Sep 27, 2018",1182.8,1194.84,1198.96,1181.88,-0.98%
"Sep 26, 2018",1194.46,1201.23,1202.84,1190.41,-0.57%
"Sep 25, 2018",1201.31,1198.84,1203.51,1197.01,0.20%
"Sep 24, 2018",1198.85,1198.31,1204.44,1194.21,-0.06%
"Sep 21, 2018",1199.55,1207.48,1211.39,1191.76,-0.67%
"Sep 20, 2018",1207.58,1203.83,1208.69,1201.07,0.30%
"Sep 19, 2018",1203.98,1198.17,1206.41,1197.64,0.47%
"Sep 18, 2018",1198.35,1201.86,1203.78,1195.76,-0.21%
"Sep 17, 2018",1200.93,1193.18,1205.17,1192.76,0.60%
"Sep 14, 2018",1193.71,1201.76,1208.94,1192.93,-0.64%
"Sep 13, 2018",1201.44,1206.94,1212.9,1199.98,-0.39%
"Sep 12, 2018",1206.19,1198.65,1208.85,1192.51,0.66%
"Sep 11, 2018",1198.29,1195.43,1199.6,1187.57,0.20%
"Sep 10, 2018",1195.88,1195.41,1198.72,1191.4,0.00%
"Sep 07, 2018",1195.85,1199.97,1203.8,1193.19,-0.36%
"Sep 06, 2018",1200.15,1197.23,1207.37,1195.61,0.28%
"Sep 05, 2018",1196.75,1191.47,1198.72,1190.86,0.45%
"Sep 04, 2018",1191.35,1201.67,1202.33,1189.53,-0.82%
"Sep 03, 2018",1201.15,1200.29,1204.2,1195.64,0.01%
"Aug 31, 2018",1201.09,1200.58,1209.17,1198.42,0.10%
"Aug 30, 2018",1199.88,1206.58,1208.05,1196.2,-0.56%
"Aug 29, 2018",1206.66,1201.31,1207.63,1200.89,0.45%
"Aug 28, 2018",1201.26,1211.61,1214.67,1199.39,-0.83%
"Aug 27, 2018",1211.34,1206.94,1212.63,1202.86,0.45%
"Aug 24, 2018",1205.96,1185.41,1208.83,1183.12,1.74%
"Aug 23, 2018",1185.31,1195.94,1196.84,1183.67,-0.85%
"Aug 22, 2018",1195.51,1196.8,1201.84,1192.4,-0.05%
"Aug 21, 2018",1196.13,1190.61,1197.13,1187.47,0.47%
"Aug 20, 2018",1190.53,1183.74,1191.26,1182.61,0.49%
"Aug 17, 2018",1184.77,1173.73,1185.34,1171.82,0.90%
"Aug 16, 2018",1174.16,1175.57,1182.25,1160.19,-0.06%
"Aug 15, 2018",1174.88,1194.41,1194.84,1173.03,-1.60%
"Aug 14, 2018",1194.03,1194.19,1198.99,1191.99,0.03%
"Aug 13, 2018",1193.64,1211.24,1214.07,1191.61,-1.46%
"Aug 10, 2018",1211.3,1212.54,1217.29,1205.66,-0.09%
"Aug 09, 2018",1212.34,1213.94,1217.64,1210.64,-0.10%
"Aug 08, 2018",1213.6,1210.81,1216.2,1206.28,0.21%
"Aug 07, 2018",1211.02,1207.54,1216.51,1207.54,0.34%
"Aug 06, 2018",1206.94,1213.65,1218.21,1206.44,-0.53%
"Aug 03, 2018",1213.43,1208.09,1220.38,1204.28,0.45%
"Aug 02, 2018",1207.96,1215.46,1221.39,1207.03,-0.67%
"Aug 01, 2018",1216.06,1223.97,1225.1,1215.58,-0.64%
"Jul 31, 2018",1223.83,1221.78,1228.52,1214.48,0.17%
"Jul 30, 2018",1221.8,1222.96,1225.44,1218.86,-0.13%
"Jul 27, 2018",1223.38,1222.99,1227.51,1217.3,0.06%
"Jul 26, 2018",1222.68,1231.34,1235.57,1222.13,-0.73%
"Jul 25, 2018",1231.61,1224.34,1234.51,1223.02,0.58%
"Jul 24, 2018",1224.55,1224.94,1229.76,1218.08,0.00%
"Jul 23, 2018",1224.54,1231.55,1235.5,1222.07,-0.59%
"Jul 20, 2018",1231.77,1223.33,1232.94,1215.7,0.73%
"Jul 19, 2018",1222.8,1227.46,1229.07,1211.48,-0.36%
"Jul 18, 2018",1227.18,1227.47,1229.54,1221.07,-0.03%
"Jul 17, 2018",1227.52,1240.76,1245.31,1225.94,-1.07%
"Jul 16, 2018",1240.82,1241.41,1245.9,1238.13,-0.06%
"Jul 13, 2018",1241.52,1247.45,1248.27,1236.78,-0.45%
"Jul 12, 2018",1247.15,1242.14,1248.93,1241.23,0.40%
"Jul 11, 2018",1242.16,1255.88,1257.1,1241.28,-1.07%
"Jul 10, 2018",1255.65,1257.68,1260.64,1247.16,-0.17%
"Jul 09, 2018",1257.77,1255.13,1266.26,1255.02,0.22%
"Jul 06, 2018",1254.98,1257.5,1258.96,1252.54,-0.22%
"Jul 05, 2018",1257.76,1256.87,1259.99,1251.04,0.06%
"Jul 04, 2018",1256.95,1252.14,1261.44,1251.81,0.32%
"Jul 03, 2018",1252.93,1242.13,1257.31,1237.71,0.88%
"Jul 02, 2018",1241.97,1253.49,1254.48,1239.45,-0.88%
"Jun 29, 2018",1253,1247.99,1256.04,1246.06,0.38%
"Jun 28, 2018",1248.28,1251.96,1254.42,1245.67,-0.30%
"Jun 27, 2018",1252.02,1258.28,1260.23,1250.64,-0.55%
"Jun 26, 2018",1258.98,1266.11,1268.04,1254.54,-0.55%
"Jun 25, 2018",1266,1271.74,1272.9,1264.2,-0.26%
"Jun 22, 2018",1269.28,1267.3,1271.27,1266.48,0.16%
"Jun 21, 2018",1267.2,1268.34,1270.47,1261.23,-0.07%
"Jun 20, 2018",1268.1,1274.81,1276.59,1267.6,-0.52%
"Jun 19, 2018",1274.77,1278.56,1284.43,1270.28,-0.28%
"Jun 18, 2018",1278.31,1279.15,1281.92,1276.94,-0.12%
"Jun 15, 2018",1279.84,1302.26,1303.33,1275.3,-1.72%
"Jun 14, 2018",1302.22,1299.84,1309.64,1297.32,0.19%
"Jun 13, 2018",1299.71,1295.98,1301.44,1292.42,0.29%
"Jun 12, 2018",1295.97,1300.42,1300.81,1292.97,-0.32%
"Jun 11, 2018",1300.15,1299.4,1302.5,1293.96,0.11%
"Jun 08, 2018",1298.75,1297.03,1300.93,1293.84,0.13%
"Jun 07, 2018",1297.13,1296.98,1303.3,1294.87,0.01%
"Jun 06, 2018",1297,1296.58,1302.1,1293.77,0.07%
"Jun 05, 2018",1296.14,1292.34,1300.81,1289.77,0.32%
"Jun 04, 2018",1291.98,1293.16,1298.26,1290.18,-0.09%
"Jun 01, 2018",1293.15,1298.79,1300.66,1289.34,-0.40%
"May 31, 2018",1298.32,1301.56,1306.69,1297.75,-0.24%
"May 30, 2018",1301.48,1299.2,1304.55,1295.66,0.20%
"May 29, 2018",1298.85,1298.15,1306.46,1293.62,0.06%
"May 28, 2018",1298.1,1298.93,1300.3,1295.41,-0.27%
"May 25, 2018",1301.61,1304.42,1307.95,1299.81,-0.25%
"May 24, 2018",1304.88,1294.08,1306.77,1292.68,0.86%
"May 23, 2018",1293.75,1291.18,1298.01,1288.02,0.19%
"May 22, 2018",1291.32,1292.93,1296.28,1287.78,-0.10%
"May 21, 2018",1292.68,1290.9,1293.38,1282,0.01%
"May 18, 2018",1292.5,1290.74,1294.44,1286.02,0.12%
"May 17, 2018",1291,1290.57,1294.59,1285.64,0.00%
"May 16, 2018",1291.03,1289.98,1297.13,1286.37,0.03%
"May 15, 2018",1290.65,1313.13,1315.06,1288.56,-1.69%
"May 14, 2018",1312.82,1318.55,1322.58,1312.75,-0.41%
"May 11, 2018",1318.22,1321.44,1326.17,1317.63,-0.24%
"May 10, 2018",1321.4,1312.06,1322.94,1310.74,0.66%
"May 09, 2018",1312.78,1314.51,1317.61,1304.34,-0.13%
"May 08, 2018",1314.47,1313.59,1317.86,1305.99,0.01%
"May 07, 2018",1314.3,1315.05,1319.08,1310.15,-0.06%
"May 04, 2018",1315.05,1312.31,1315.47,1308.08,0.23%
"May 03, 2018",1312.09,1304.78,1318.23,1304.6,0.56%
"May 02, 2018",1304.84,1304.2,1313.59,1303.79,0.07%
"May 01, 2018",1303.97,1315.4,1316.56,1301.74,-0.87%
"Apr 30, 2018",1315.35,1322.8,1325.17,1310.29,-0.56%
"Apr 27, 2018",1322.8,1317.07,1325.41,1315.45,0.42%
"Apr 26, 2018",1317.28,1322.91,1326.8,1315.24,-0.46%
"Apr 25, 2018",1323.33,1330.64,1332.26,1318.76,-0.55%
"Apr 24, 2018",1330.68,1324.74,1332.86,1322.51,0.43%
"Apr 23, 2018",1325,1335.19,1335.66,1322.04,-0.76%
"Apr 20, 2018",1335.13,1346.22,1346.47,1334.86,-0.78%
"Apr 19, 2018",1345.6,1349.38,1354.95,1340.94,-0.28%
"Apr 18, 2018",1349.32,1347.53,1355.9,1342.07,0.15%
"Apr 17, 2018",1347.29,1345.82,1349.61,1337.59,0.10%
"Apr 16, 2018",1345.92,1344.6,1350.73,1340.07,0.03%
"Apr 13, 2018",1345.46,1335.17,1347.31,1335.17,0.75%
"Apr 12, 2018",1335.48,1352.68,1353.42,1333.74,-1.32%
"Apr 11, 2018",1353.29,1339.69,1365.37,1339.48,0.99%
"Apr 10, 2018",1340.05,1336.37,1342.79,1331.11,0.28%
"Apr 09, 2018",1336.24,1333.21,1338.16,1326.8,0.23%
"Apr 06, 2018",1333.19,1326.7,1335.49,1321.28,0.50%
"Apr 05, 2018",1326.55,1333.03,1335.1,1322.63,-0.51%
"Apr 04, 2018",1333.34,1332.89,1348.27,1331.44,0.04%
"Apr 03, 2018",1332.82,1340.86,1342.68,1328.93,-0.64%
"Apr 02, 2018",1341.35,1326.21,1345.03,1324.76,1.23%
"Mar 29, 2018",1325,1324.94,1328.54,1321.33,0.00%
"Mar 28, 2018",1324.99,1345.74,1347.23,1323.42,-1.47%
"Mar 27, 2018",1344.71,1353.51,1356.87,1339.93,-0.65%
"Mar 26, 2018",1353.46,1347.9,1356.13,1343.4,0.46%
"Mar 23, 2018",1347.22,1329.33,1350.41,1328.98,1.37%
"Mar 22, 2018",1328.95,1332.18,1335.01,1324.73,-0.24%
"Mar 21, 2018",1332.18,1311.2,1336.79,1309.8,1.60%
"Mar 20, 2018",1311.21,1317.23,1318.48,1307.13,-0.44%
"Mar 19, 2018",1316.94,1313.94,1319.86,1307.71,0.22%
"Mar 16, 2018",1314,1316.56,1321.86,1309.56,-0.17%
"Mar 15, 2018",1316.26,1324.62,1328.06,1314.86,-0.66%
"Mar 14, 2018",1325,1326.45,1330.27,1321.58,-0.11%
"Mar 13, 2018",1326.4,1322.9,1328.48,1316.55,0.25%
"Mar 12, 2018",1323.05,1323.69,1324.52,1315.18,-0.05%
"Mar 09, 2018",1323.7,1322.33,1325.33,1313.06,0.10%
"Mar 08, 2018",1322.34,1325.49,1329.22,1318.98,-0.24%
"Mar 07, 2018",1325.54,1334.51,1340.68,1322.24,-0.67%
"Mar 06, 2018",1334.46,1320.03,1338.72,1319.72,1.09%
"Mar 05, 2018",1320.02,1323.78,1328.02,1317.43,-0.17%
"Mar 02, 2018",1322.2,1316.54,1325.65,1315.12,0.43%
"Mar 01, 2018",1316.55,1318.22,1321.16,1302.76,-0.11%
"Feb 28, 2018",1318.05,1318.2,1322.64,1315.59,-0.01%
"Feb 27, 2018",1318.2,1333.14,1336.9,1313.47,-1.12%
"Feb 26, 2018",1333.16,1327.92,1341.06,1326.59,0.32%
"Feb 23, 2018",1328.94,1331.81,1332.42,1325.73,-0.19%
"Feb 22, 2018",1331.51,1323.94,1332.34,1320.84,0.55%
"Feb 21, 2018",1324.26,1329.48,1336.27,1322.36,-0.39%
"Feb 20, 2018",1329.49,1346.77,1348.36,1328.39,-1.28%
"Feb 19, 2018",1346.69,1347.67,1351.34,1345.82,-0.09%
"Feb 16, 2018",1347.86,1353.31,1361.97,1344.82,-0.40%
"Feb 15, 2018",1353.3,1350.78,1357.18,1348.41,0.19%
"Feb 14, 2018",1350.76,1329.53,1355.57,1319.42,1.60%
"Feb 13, 2018",1329.55,1322.29,1330.96,1321.39,0.50%
"Feb 12, 2018",1322.88,1315.04,1326.2,1314.11,0.47%
"Feb 09, 2018",1316.69,1318.87,1322.71,1311.06,-0.17%
"Feb 08, 2018",1318.97,1318.61,1322.17,1306.9,0.04%
"Feb 07, 2018",1318.49,1325.16,1332.49,1312.05,-0.49%
"Feb 06, 2018",1325.02,1339.68,1346.08,1320.04,-1.09%
"Feb 05, 2018",1339.6,1332.32,1341.7,1328.88,0.50%
"Feb 02, 2018",1332.98,1349.16,1350.12,1327.21,-1.20%
"Feb 01, 2018",1349.19,1345.4,1351.42,1337.3,0.30%
"Jan 31, 2018",1345.1,1338.87,1347.93,1332.7,0.49%
"Jan 30, 2018",1338.55,1340.67,1349.12,1334.48,-0.13%
"Jan 29, 2018",1340.35,1350.07,1352.65,1337.74,-0.73%
"Jan 26, 2018",1350.14,1348.36,1357.39,1344.38,0.16%
"Jan 25, 2018",1348.05,1358.48,1366.47,1343.1,-0.74%
"Jan 24, 2018",1358.15,1341.45,1361.88,1339.27,1.25%
"Jan 23, 2018",1341.39,1334.45,1342.22,1331.54,0.55%
"Jan 22, 2018",1334.11,1334.88,1336.04,1328.71,0.17%
"Jan 19, 2018",1331.8,1327.49,1338.37,1326.46,0.35%
"Jan 18, 2018",1327.19,1327.75,1333.14,1323.79,-0.04%
"Jan 17, 2018",1327.73,1338.29,1343.99,1326.73,-0.81%
"Jan 16, 2018",1338.61,1340.06,1342.35,1331.73,-0.12%
"Jan 15, 2018",1340.16,1337.05,1344.93,1336.14,0.13%
"Jan 12, 2018",1338.4,1322.82,1339.4,1321.16,1.21%
"Jan 11, 2018",1322.42,1316.89,1323.98,1315.49,0.40%
"Jan 10, 2018",1317.19,1313.28,1326.94,1308.29,0.35%
"Jan 09, 2018",1312.66,1320.63,1320.68,1308.8,-0.60%
"Jan 08, 2018",1320.58,1320.04,1322.22,1314.97,0.03%
"Jan 05, 2018",1320.21,1323.5,1323.83,1313.81,-0.21%
"Jan 04, 2018",1322.97,1312.53,1325.92,1305.67,0.77%
"Jan 03, 2018",1312.84,1318.16,1321.4,1307.16,-0.40%
"Jan 02, 2018",1318.14,1302.55,1318.98,1302.51,0.86%
"Jan 01, 2018",1306.86,1303.43,1307.72,1302.43,0.33%
"Dec 29, 2017",1302.55,1294.85,1307.69,1293.59,0.60%
"Dec 28, 2017",1294.84,1287.31,1295.3,1286.66,0.58%
"Dec 27, 2017",1287.41,1283.64,1289.4,1281.46,0.32%
"Dec 26, 2017",1283.29,1274.91,1283.77,1273.25,0.63%
"Dec 25, 2017",1275.24,1275.24,1275.24,1275.24,0.02%
"Dec 22, 2017",1275.01,1267.12,1276.38,1265.1,0.65%
"Dec 21, 2017",1266.76,1265.62,1268.97,1263.02,0.09%
"Dec 20, 2017",1265.62,1261.69,1267.84,1261.23,0.31%
"Dec 19, 2017",1261.72,1261.7,1265.26,1258.97,0.00%
"Dec 18, 2017",1261.69,1253.79,1264.37,1252.68,0.51%
"Dec 15, 2017",1255.26,1252.83,1261.89,1251.94,0.19%
"Dec 14, 2017",1252.85,1255.54,1259.18,1249.92,-0.21%
"Dec 13, 2017",1255.45,1243.88,1256.95,1240.06,0.93%
"Dec 12, 2017",1243.85,1242.25,1246.62,1236.31,0.15%
"Dec 11, 2017",1241.96,1247.28,1251.67,1240.19,-0.50%
